年月日時,気温(℃),風速(m/s),現地気圧(hPa),ρ(密度),V,P_wt,P_wt(STP)
2017/1/29 13:00,14.7,3.8,1014.4,1.227894658,5.014130061,1.921935757,1.917404956
2017/1/29 14:00,18.1,3,1013.1,1.212005204,3.958523732,0.582019458,0.588259715
2017/1/29 15:00,16.4,1.8,1012.4,1.218278754,2.375114239,0,0
2017/1/29 16:00,15.7,2.8,1011.9,1.220627998,3.69462215,0.247040383,0.247925223
2017/1/29 17:00,17.1,2.7,1011.9,1.214740387,3.562671359,0.079550845,0.080222726
2017/1/29 18:00,14.7,0.8,1012.1,1.225110591,1.055606329,0,0
2017/1/29 19:00,14.1,1.6,1012.3,1.227912167,2.111212657,0,0
2017/1/29 20:00,14.2,0.8,1012.5,1.227727358,1.055606329,0,0
2017/1/29 21:00,15.3,2.5,1012.2,1.222683054,3.298769777,0,0
2017/1/29 22:00,13.8,1.1,1012.1,1.228953071,1.451458702,0,0
2017/1/29 23:00,13.2,1.1,1012.1,1.231528143,1.451458702,0,0
2017/1/30 0:00,13.5,1.5,1011.6,1.229631493,1.979261866,0,0
2017/1/30 1:00,13.7,1.9,1010.5,1.227438007,2.50706503,0,0
2017/1/30 2:00,12.5,1.6,1010.5,1.232594407,2.111212657,0,0
2017/1/30 3:00,13.2,1.6,1010.5,1.229581255,2.111212657,0,0
2017/1/30 4:00,15.2,3.6,1010.2,1.220690351,4.750228479,1.586956682,1.592559435
2017/1/30 5:00,14.7,4.7,1010.9,1.223658034,6.201687181,3.429341595,3.433102497
2017/1/30 6:00,12.5,4.3,1012.4,1.234912002,5.673884016,2.759383445,2.737235297
2017/1/30 7:00,11.7,3.8,1013.5,1.23972578,5.014130061,1.921935757,1.899106512
2017/1/30 8:00,11,4,1014.5,1.244006055,5.278031643,2.256914832,2.222433451
2017/1/30 9:00,11,7.2,1015.7,1.245477526,9.500456958,7.616580031,7.491351986
2017/1/30 10:00,11.3,4.9,1016.3,1.244898922,6.465588763,3.76432067,3.704150385
2017/1/30 11:00,10.2,5.1,1016.8,1.250346618,6.729490345,4.099299745,4.016200079
2017/1/30 12:00,10.7,3.9,1016.6,1.247898636,5.146080852,2.089425295,2.051084849
2017/1/30 13:00,9.7,6.3,1016.7,1.252433697,8.312899838,6.109174194,5.975356946
2017/1/30 14:00,8.2,5.5,1017,1.259482498,7.257293509,4.769257894,4.638683691
2017/1/30 15:00,8.8,4.2,1017.4,1.25729659,5.541933225,2.591893907,2.525315078
2017/1/30 16:00,9.2,5.8,1018.2,1.256502636,7.653145882,5.271726507,5.139555452
2017/1/30 17:00,8.1,6.3,1019.3,1.262779714,8.312899838,6.109174194,5.926400549
2017/1/30 18:00,7.8,5.9,1019.7,1.264624194,7.785096674,5.439216044,5.268790275
2017/1/30 19:00,7.6,5.6,1020.7,1.26676616,7.3892443,4.936747432,4.773979442
2017/1/30 20:00,7.6,5.3,1021.3,1.267510805,6.993391927,4.434278819,4.285558381
2017/1/30 21:00,7.6,5.6,1021.9,1.268255451,7.3892443,4.936747432,4.768373438
2017/1/30 22:00,7.5,4.5,1022.3,1.269203957,5.937785598,3.09436252,2.986591765
2017/1/30 23:00,7.5,4.5,1022.6,1.269576413,5.937785598,3.09436252,2.985715589
2017/1/31 0:00,7.9,4.3,1022.6,1.267769508,5.673884016,2.759383445,2.666292807
2017/1/31 1:00,6.1,3.4,1023.1,1.276565215,4.486326897,1.251977607,1.201405578
2017/1/31 2:00,5.8,1.9,1023.1,1.277938112,2.50706503,0,0
2017/1/31 3:00,6,1,1023.3,1.277272157,1.319507911,0,0
2017/1/31 4:00,6.2,1.2,1023,1.275983508,1.583409493,0,0
2017/1/31 5:00,6.2,1.8,1022.9,1.275858779,2.375114239,0,0
2017/1/31 6:00,6,2,1023,1.2768977,2.639015822,0,0
2017/1/31 7:00,6.1,1.7,1023.8,1.277438634,2.243163448,0,0
2017/1/31 8:00,5.9,2.7,1024.6,1.279353106,3.562671359,0.079550845,0.076171141
2017/1/31 9:00,6.1,3.1,1025,1.278935925,4.090474523,0.749508995,0.717900327
2017/1/31 10:00,7.1,2.1,1025.3,1.274745359,2.770966613,0,0
2017/1/31 11:00,8.3,2.2,1024.9,1.268815114,2.902917404,0,0
2017/1/31 12:00,9.4,1.1,1023.5,1.262149032,1.451458702,0,0
2017/1/31 13:00,10,1.2,1022.5,1.258243959,1.583409493,0,0
2017/1/31 14:00,10.7,3.1,1021.7,1.254158997,4.090474523,0.749508995,0.73208303
2017/1/31 15:00,10.8,3.3,1021.8,1.253840023,4.354376106,1.08448807,1.059543372
2017/1/31 16:00,9.9,3.3,1021.9,1.257949895,4.354376106,1.08448807,1.056081718
2017/1/31 17:00,9.6,2,1022,1.25940782,2.639015822,0,0
2017/1/31 18:00,9.2,1.6,1022,1.261191999,2.111212657,0,0
2017/1/31 19:00,8.1,1.5,1022.4,1.266620209,1.979261866,0,0
2017/1/31 20:00,8.8,0.5,1022.3,1.263351979,0.659753955,0,0
2017/1/31 21:00,8.6,1.1,1022,1.263877767,1.451458702,0,0
2017/1/31 22:00,7.9,0.8,1022,1.267025657,1.055606329,0,0
2017/1/31 23:00,7.9,1.1,1021.8,1.266777707,1.451458702,0,0
2017/2/1 0:00,7.4,1.6,1021.6,1.268786983,2.111212657,0,0
2017/2/1 1:00,7.6,1.2,1021,1.267138482,1.583409493,0,0
2017/2/1 2:00,7.7,1.3,1021.1,1.266811366,1.715360284,0,0
2017/2/1 3:00,7.7,1.1,1020.5,1.266066986,1.451458702,0,0
2017/2/1 4:00,7.4,1.2,1020.2,1.267048238,1.583409493,0,0
2017/2/1 5:00,7.4,1.1,1019.8,1.266551454,1.451458702,0,0
2017/2/1 6:00,8,0.9,1020.1,1.26422031,1.18755712,0,0
2017/2/1 7:00,9,2.8,1020.8,1.260604085,3.69462215,0.247040383,0.240063056
2017/2/1 8:00,9.2,2.3,1021.2,1.260204765,3.034868195,0,0
2017/2/1 9:00,8.9,2.3,1022,1.262533455,3.034868195,0,0
2017/2/1 10:00,8.5,4,1022.7,1.265192485,5.278031643,2.256914832,2.185217429
2017/2/1 11:00,8.3,3.7,1022.6,1.265967739,4.88217927,1.75444622,1.697670922
2017/2/1 12:00,8.1,4.8,1022.2,1.266372435,6.333637972,3.596831132,3.479322524
2017/2/1 13:00,7.9,4.9,1021.9,1.266901682,6.465588763,3.76432067,3.639819005
2017/2/1 14:00,8.1,4.8,1021.2,1.265133566,6.333637972,3.596831132,3.482729616
2017/2/1 15:00,9.1,5.2,1021.5,1.261021594,6.861441136,4.266789282,4.144906713
2017/2/1 16:00,8.1,4.8,1021.9,1.266000774,6.333637972,3.596831132,3.480343951
2017/2/1 17:00,7.6,4.3,1022.4,1.268875989,5.673884016,2.759383445,2.663967756
2017/2/1 18:00,7.4,4.2,1022.7,1.27015314,5.541933225,2.591893907,2.49975372
2017/2/1 19:00,7.4,3.7,1023.2,1.27077412,4.88217927,1.75444622,1.691249912
2017/2/1 20:00,7.4,3,1023.4,1.271022512,3.958523732,0.582019458,0.560945088
2017/2/1 21:00,7.6,4.2,1023.7,1.270489387,5.541933225,2.591893907,2.499092136
2017/2/1 22:00,7.5,2.7,1023.6,1.270817931,3.562671359,0.079550845,0.076682728
2017/2/1 23:00,7.3,3.9,1023.5,1.271599961,5.146080852,2.089425295,2.012854722
2017/2/2 0:00,7.5,3.7,1023.5,1.270693779,4.88217927,1.75444622,1.691356844
2017/2/2 1:00,7.7,4.2,1023.1,1.269292634,5.541933225,2.591893907,2.501448406
2017/2/2 2:00,7.5,4.4,1023.3,1.270445475,5.805834807,2.926872982,2.822174956
2017/2/2 3:00,7.3,4,1023.4,1.271475721,5.278031643,2.256914832,2.174418768
2017/2/2 4:00,7,3.9,1023.6,1.273086033,5.146080852,2.089425295,2.010505118
2017/2/2 5:00,7,4.3,1024,1.273583527,5.673884016,2.759383445,2.654120949
2017/2/2 6:00,6.7,4.4,1024.4,1.275446839,5.805834807,2.926872982,2.811108463
2017/2/2 7:00,4.6,1.6,1025,1.28584287,2.111212657,0,0
2017/2/2 8:00,4,2,1025.4,1.28912946,2.639015822,0,0
2017/2/2 9:00,5.4,1.1,1025.9,1.283275699,1.451458702,0,0
2017/2/2 10:00,8.5,2.9,1026,1.269274948,3.826572941,0.41452992,0.400070255
2017/2/2 11:00,9.5,3.1,1026,1.264784324,4.090474523,0.749508995,0.725932874
2017/2/2 12:00,10.4,3.4,1025.5,1.260155434,4.486326897,1.251977607,1.217050316
2017/2/2 13:00,9.9,5.1,1024.8,1.261519769,6.729490345,4.099299745,3.980629007
2017/2/2 14:00,10.1,4.6,1024.2,1.25989095,6.06973639,3.261852057,3.171519544
2017/2/2 15:00,10,3.4,1023.9,1.259966738,4.486326897,1.251977607,1.217232585
2017/2/2 16:00,10.3,3.8,1023.7,1.258387354,5.014130061,1.921935757,1.870943232
2017/2/2 17:00,9.7,3.4,1023.3,1.260563983,4.486326897,1.251977607,1.21665587
2017/2/2 18:00,8.9,2.8,1023.6,1.264510024,3.69462215,0.247040383,0.239321526
2017/2/2 19:00,8.5,1.8,1023.8,1.266553306,2.375114239,0,0
2017/2/2 20:00,7.5,2.3,1023.9,1.271190386,3.034868195,0,0
2017/2/2 21:00,6.6,2.1,1023.9,1.275280007,2.770966613,0,0
2017/2/2 22:00,6.5,1.8,1023.7,1.275486842,2.375114239,0,0
2017/2/2 23:00,6.5,2.6,1023.6,1.275362247,3.430720568,0,0
2017/2/3 0:00,6.1,1.7,1023.4,1.276939538,2.243163448,0,0
2017/2/3 1:00,5.8,2.4,1023.3,1.278187928,3.166818986,0,0
2017/2/3 2:00,4.7,1.3,1023.4,1.28337364,1.715360284,0,0
2017/2/3 3:00,4.5,2.1,1023.4,1.284298094,2.770966613,0,0
2017/2/3 4:00,3.5,0.6,1023,1.288436628,0.791704746,0,0
2017/2/3 5:00,3.5,2.3,1023,1.288436628,3.034868195,0,0
2017/2/3 6:00,2.9,1.8,1023.5,1.291868173,2.375114239,0,0
2017/2/3 7:00,2.8,1.1,1023.9,1.292841391,1.451458702,0,0
2017/2/3 8:00,3.5,2.2,1024.3,1.290073937,2.902917404,0,0
2017/2/3 9:00,5.5,2.1,1024.9,1.281564737,2.770966613,0,0
2017/2/3 10:00,8,1.5,1024.6,1.269797205,1.979261866,0,0
2017/2/3 11:00,10.2,0.8,1024.3,1.259569277,1.055606329,0,0
2017/2/3 12:00,11,3.1,1023.3,1.254796842,4.090474523,0.749508995,0.731710894
2017/2/3 13:00,12.6,4.3,1022.6,1.246917306,5.673884016,2.759383445,2.71088123
2017/2/3 14:00,12.6,4.6,1022.1,1.246307626,6.06973639,3.261852057,3.206085469
2017/2/3 15:00,12,3.5,1021.3,1.247952511,4.618277688,1.419467145,1.393360114
2017/2/3 16:00,12.2,3.2,1021.1,1.246833615,4.222425314,0.916998533,0.900940742
2017/2/3 17:00,10.9,3.1,1021.1,1.252539948,4.090474523,0.749508995,0.73302933
2017/2/3 18:00,10.2,2.2,1021.5,1.256126151,2.902917404,0,0
2017/2/3 19:00,9.1,0.6,1021.6,1.261145042,0.791704746,0,0
2017/2/3 20:00,8.8,0.6,1022,1.262981241,0.791704746,0,0
2017/2/3 21:00,7.7,0.7,1022.4,1.26842419,0.923655538,0,0
2017/2/3 22:00,7.8,0.9,1022.2,1.267724675,1.18755712,0,0
2017/2/3 23:00,7.8,1.1,1021.9,1.267352617,1.451458702,0,0
2017/2/4 0:00,7.2,1,1021.7,1.269816413,1.319507911,0,0
2017/2/4 1:00,7.1,0.9,1021.4,1.269896527,1.18755712,0,0
2017/2/4 2:00,7.3,1.6,1021.1,1.268618193,2.111212657,0,0
2017/2/4 3:00,7.3,1.1,1021.1,1.268618193,1.451458702,0,0
2017/2/4 4:00,7.3,1.3,1020.9,1.268369712,1.715360284,0,0
2017/2/4 5:00,7.6,1.3,1020.7,1.26676616,1.715360284,0,0
2017/2/4 6:00,7.6,1.9,1020.9,1.267014375,2.50706503,0,0
2017/2/4 7:00,7.7,2,1021.1,1.266811366,2.639015822,0,0
2017/2/4 8:00,7.8,2.2,1021.3,1.266608502,2.902917404,0,0
2017/2/4 9:00,8.6,2.2,1021.6,1.263383099,2.902917404,0,0
2017/2/4 10:00,9.6,2.2,1021.4,1.258668441,2.902917404,0,0
2017/2/4 11:00,12.1,1.6,1020.7,1.246782119,2.111212657,0,0
2017/2/4 12:00,13.1,0.9,1019.6,1.241087595,1.18755712,0,0
2017/2/4 13:00,14.5,1,1018.3,1.233472492,1.319507911,0,0
2017/2/4 14:00,14.8,2.1,1017.5,1.231219367,2.770966613,0,0
2017/2/4 15:00,14.3,2.2,1016.9,1.232633701,2.902917404,0,0
2017/2/4 16:00,14,2,1016.5,1.23343613,2.639015822,0,0
2017/2/4 17:00,13.3,1.4,1016.8,1.236815201,1.847311075,0,0
2017/2/4 18:00,13,0.9,1016.9,1.238233645,1.18755712,0,0
2017/2/4 19:00,12.1,0.4,1016.7,1.24189613,0.527803164,0,0
2017/2/4 20:00,12.7,1.2,1016.7,1.239289386,1.583409493,0,0
2017/2/4 21:00,12,1.7,1016.3,1.241842884,2.243163448,0,0
2017/2/4 22:00,11.8,1.3,1015.7,1.241980835,1.715360284,0,0
2017/2/4 23:00,11.2,1.1,1015.4,1.2442339,1.451458702,0,0
2017/2/5 0:00,9.7,2.2,1014.9,1.250216346,2.902917404,0,0
2017/2/5 1:00,8.7,1.4,1013.6,1.253044995,1.847311075,0,0
2017/2/5 2:00,8.8,3,1012.2,1.250870462,3.958523732,0.582019458,0.56998215
2017/2/5 3:00,8.5,2.2,1011.4,1.251213141,2.902917404,0,0
2017/2/5 4:00,8.4,2.2,1009.7,1.249553709,2.902917404,0,0
2017/2/5 5:00,9.5,3.1,1009,1.243827859,4.090474523,0.749508995,0.738163655
2017/2/5 6:00,9.6,3.6,1009.1,1.243511185,4.750228479,1.586956682,1.563332892
2017/2/5 7:00,10,3.1,1009.2,1.241877558,4.090474523,0.749508995,0.739322901
2017/2/5 8:00,10.2,1.8,1009.6,1.241492866,2.375114239,0,0
2017/2/5 9:00,10.8,1.9,1009.7,1.23899224,2.50706503,0,0
2017/2/5 10:00,11.3,0.7,1009.7,1.236814367,0.923655538,0,0
2017/2/5 11:00,12.8,3,1009.6,1.230204593,3.958523732,0.582019458,0.579557124
2017/2/5 12:00,12.6,2,1008.8,1.230090141,2.639015822,0,0
2017/2/5 13:00,12.7,2.1,1008.3,1.229050347,2.770966613,0,0
2017/2/5 14:00,12.8,1.8,1008,1.228254982,2.375114239,0,0
2017/2/5 15:00,12.9,3.3,1007.7,1.227460173,4.354376106,1.08448807,1.082314453
2017/2/5 16:00,12.6,4.3,1007.9,1.228992717,5.673884016,2.759383445,2.750418836
2017/2/5 17:00,12.1,4.1,1008.1,1.231391255,5.409982434,2.42440437,2.411821053
2017/2/5 18:00,11.5,5.5,1009,1.23508851,7.257293509,4.769257894,4.730301412
2017/2/5 19:00,10.9,3.6,1009.7,1.238556052,4.750228479,1.586956682,1.569587369
2017/2/5 20:00,10.4,3.9,1010,1.241108716,5.146080852,2.089425295,2.062306028
2017/2/5 21:00,9.7,4.4,1010.8,1.245165713,5.805834807,2.926872982,2.879471676
2017/2/5 22:00,9.3,4.1,1011.4,1.247669255,5.409982434,2.42440437,2.380354681
2017/2/5 23:00,9.4,4.2,1011.8,1.247720949,5.541933225,2.591893907,2.544695623
2017/2/6 0:00,9.1,4,1012.4,1.249787824,5.278031643,2.256914832,2.212152029
2017/2/6 1:00,8.8,3.9,1012.9,1.251735518,5.146080852,2.089425295,2.044797762
2017/2/6 2:00,8.4,3.7,1013.6,1.254380152,4.88217927,1.75444622,1.713353497
2017/2/6 3:00,8.2,3.8,1013.8,1.255519524,5.014130061,1.921935757,1.875216799
2017/2/6 4:00,8,3.7,1014.1,1.256784449,4.88217927,1.75444622,1.710075759
2017/2/6 5:00,7.7,4.3,1013.8,1.257754738,5.673884016,2.759383445,2.687522947
2017/2/6 6:00,7.7,6.1,1013.9,1.257878801,8.048998256,5.774195119,5.623267531
2017/2/6 7:00,7.5,5.4,1014.4,1.259395964,7.125342718,4.601768357,4.476087265
2017/2/6 8:00,7.7,3.8,1014.7,1.258871308,5.014130061,1.921935757,1.870223975
2017/2/6 9:00,8.3,5.2,1015.1,1.25668282,6.861441136,4.266789282,4.159217255
2017/2/6 10:00,9.4,4.9,1015.5,1.252283676,6.465588763,3.76432067,3.6823069
2017/2/6 11:00,10,5,1015.6,1.24975312,6.597539554,3.931810207,3.853935172
2017/2/6 12:00,9.9,7.1,1015.3,1.249825353,9.368506166,7.449090494,7.30112878
2017/2/6 13:00,9.8,7.6,1015,1.249897638,10.02826012,8.286538181,8.121472484
2017/2/6 14:00,10.2,7.9,1014.7,1.247764274,10.4241125,8.789006794,8.628659715
2017/2/6 15:00,9.7,7.5,1015.4,1.250832276,9.896309331,8.119048644,7.951373478
2017/2/6 16:00,8.6,8,1016.2,1.256705076,10.55606329,8.956496331,8.730535285
2017/2/6 17:00,8.1,6.7,1017.1,1.260054201,8.840703002,6.779132344,6.590539612
2017/2/6 18:00,7.7,4.7,1017.7,1.26259321,6.201687181,3.429341595,3.327234313
2017/2/6 19:00,7.8,5.2,1018.3,1.262887924,6.861441136,4.266789282,4.138781256
2017/2/6 20:00,7.7,3.8,1018.2,1.263213527,5.014130061,1.921935757,1.863795195
2017/2/6 21:00,8.1,5.2,1018.2,1.261416957,6.861441136,4.266789282,4.143607585
2017/2/6 22:00,8.2,4.4,1018.7,1.261587827,5.805834807,2.926872982,2.841989536
2017/2/6 23:00,8.2,4.5,1019.4,1.262454728,5.937785598,3.09436252,3.002558431
2017/2/7 0:00,8.2,6.1,1019.5,1.262578571,8.048998256,5.774195119,5.602335717
2017/2/7 1:00,7.9,3.8,1019.3,1.263678329,5.014130061,1.921935757,1.86310966
2017/2/7 2:00,8.3,3.5,1019.8,1.26250137,4.618277688,1.419467145,1.37730326
2017/2/7 3:00,7.9,4.1,1019.6,1.264050255,5.409982434,2.42440437,2.349507341
2017/2/7 4:00,8.1,4.1,1020.1,1.263770809,5.409982434,2.42440437,2.350026865
2017/2/7 5:00,7.6,3.9,1019.4,1.265152761,5.146080852,2.089425295,2.023112201
2017/2/7 6:00,6.3,1.5,1020.2,1.272035725,1.979261866,0,0
2017/2/7 7:00,6.3,1.1,1021.4,1.273531944,1.451458702,0,0
2017/2/7 8:00,6,1.3,1022,1.275649511,1.715360284,0,0
2017/2/7 9:00,6.2,1.4,1022,1.274736213,1.847311075,0,0
2017/2/7 10:00,8.4,1.2,1021.7,1.264404302,1.583409493,0,0
2017/2/7 11:00,10.1,4.4,1021.2,1.256200584,5.805834807,2.926872982,2.85417747
2017/2/7 12:00,10.8,4.4,1020.9,1.252735643,5.805834807,2.926872982,2.862071838
2017/2/7 13:00,12,5.3,1019.8,1.246119623,6.993391927,4.434278819,4.359125283
2017/2/7 14:00,11,5.5,1019.3,1.249891939,7.257293509,4.769257894,4.674276823
2017/2/7 15:00,11.4,5.1,1019.3,1.24813493,6.729490345,4.099299745,4.023316762
2017/2/7 16:00,10.6,4.7,1019.2,1.251531106,6.201687181,3.429341595,3.356643262
2017/2/7 17:00,9.9,4.6,1019.4,1.254872417,6.06973639,3.261852057,3.184203203
2017/2/7 18:00,9.3,3.5,1019.8,1.258031547,4.618277688,1.419467145,1.382196859
2017/2/7 19:00,9.3,2.5,1020,1.258278268,3.298769777,0,0
2017/2/7 20:00,8.8,2.4,1019.6,1.260015336,3.166818986,0,0
2017/2/7 21:00,7.8,0.9,1019.5,1.264376155,1.18755712,0,0
2017/2/7 22:00,7.6,1.5,1019.8,1.265649191,1.979261866,0,0
2017/2/7 23:00,6.8,1.7,1019.6,1.269017053,2.243163448,0,0
2017/2/8 0:00,6.8,2.1,1019.1,1.268394742,2.770966613,0,0
2017/2/8 1:00,7,1.8,1019.1,1.267489231,2.375114239,0,0
2017/2/8 2:00,6.2,1.6,1018.4,1.270245948,2.111212657,0,0
2017/2/8 3:00,5.9,1.8,1018.2,1.271361832,2.375114239,0,0
2017/2/8 4:00,5.9,1.3,1017.7,1.270737513,1.715360284,0,0
2017/2/8 5:00,5.7,1.6,1017.5,1.27139902,2.111212657,0,0
2017/2/8 6:00,5.6,1.8,1017.4,1.271730129,2.375114239,0,0
2017/2/8 7:00,5.7,2.4,1017.3,1.271149114,3.166818986,0,0
2017/2/8 8:00,6,1.6,1017.5,1.270032659,2.111212657,0,0
2017/2/8 9:00,7,2.4,1017.2,1.265126136,3.166818986,0,0
2017/2/8 10:00,8,2.9,1017.3,1.260750241,3.826572941,0.41452992,0.402775376
2017/2/8 11:00,8.7,3.1,1016.5,1.256630068,4.090474523,0.749508995,0.730643443
2017/2/8 12:00,9.6,3,1015.5,1.251397887,3.958523732,0.582019458,0.56974192
2017/2/8 13:00,10.4,2.1,1014.4,1.246515526,2.770966613,0,0
2017/2/8 14:00,10.8,2.2,1013.5,1.24365518,2.902917404,0,0
2017/2/8 15:00,10.6,1.3,1013.1,1.244040584,1.715360284,0,0
2017/2/8 16:00,8.8,0.8,1013.3,1.252229835,1.055606329,0,0
2017/2/8 17:00,8.5,1.2,1013,1.253192517,1.583409493,0,0
2017/2/8 18:00,8.1,2.6,1012.8,1.254727062,3.430720568,0,0
2017/2/8 19:00,7.9,2.1,1012.8,1.255619947,2.770966613,0,0
2017/2/8 20:00,7.7,0.9,1012.7,1.25639004,1.18755712,0,0
2017/2/8 21:00,7.3,0.8,1012.2,1.257560802,1.055606329,0,0
2017/2/8 22:00,7.1,2.3,1012.1,1.258333929,3.034868195,0,0
2017/2/8 23:00,6.5,2.1,1011.6,1.260410755,2.770966613,0,0
2017/2/9 0:00,6.1,1.5,1010.7,1.261093209,1.979261866,0,0
2017/2/9 1:00,5.9,2.7,1010.2,1.261372739,3.562671359,0.079550845,0.07725693
2017/2/9 2:00,5.8,2.9,1009.8,1.261325291,3.826572941,0.41452992,0.402591747
2017/2/9 3:00,5.5,2.9,1009.3,1.262058044,3.826572941,0.41452992,0.402358001
2017/2/9 4:00,5.5,2.3,1008.4,1.260932658,3.034868195,0,0
2017/2/9 5:00,5.4,2.4,1008.2,1.261135159,3.166818986,0,0
2017/2/9 6:00,5.2,2.7,1008.4,1.262291665,3.562671359,0.079550845,0.077200688
2017/2/9 7:00,5.1,4,1008.5,1.262870542,5.278031643,2.256914832,2.189235221
2017/2/9 8:00,5.4,3.7,1008.6,1.26163551,4.88217927,1.75444622,1.703500418
2017/2/9 9:00,5.9,4.2,1008.6,1.25937492,5.541933225,2.591893907,2.521147584
2017/2/9 10:00,6.4,5.1,1008.7,1.257247056,6.729490345,4.099299745,3.994157044
2017/2/9 11:00,6.4,5.7,1008.8,1.257371697,7.521195091,5.104236969,4.972825699
2017/2/9 12:00,6,5.1,1008.3,1.258549317,6.729490345,4.099299745,3.990024165
2017/2/9 13:00,5.9,5.8,1007.6,1.258126283,7.653145882,5.271726507,5.132922709
2017/2/9 14:00,7.5,3.9,1007.4,1.250705337,5.146080852,2.089425295,2.046482021
2017/2/9 15:00,5.8,5.6,1007.6,1.258577306,7.3892443,4.936747432,4.805041039
2017/2/9 16:00,5.7,5.2,1007.9,1.259403511,6.861441136,4.266789282,4.150232094
2017/2/9 17:00,5.3,5,1008.1,1.261462939,6.597539554,3.931810207,3.818160133
2017/2/9 18:00,4.9,5.5,1008.6,1.263904231,7.257293509,4.769257894,4.622455387
2017/2/9 19:00,4.7,5,1009.3,1.265691826,6.597539554,3.931810207,3.805403025
2017/2/9 20:00,4.6,5.2,1009.5,1.266398417,6.861441136,4.266789282,4.127308437
2017/2/9 21:00,4.5,6.2,1010.1,1.26760749,8.180949047,5.941684657,5.741969627
2017/2/9 22:00,4.1,6.1,1010.5,1.269939017,8.048998256,5.774195119,5.569865111
2017/2/9 23:00,4.1,5.6,1010.7,1.270190365,7.3892443,4.936747432,4.761109649
2017/2/10 0:00,3.9,5.3,1010.7,1.271107305,6.993391927,4.434278819,4.273432726
2017/2/10 1:00,3.9,5.5,1010.9,1.271358835,7.257293509,4.769257894,4.595351651
2017/2/10 2:00,3.8,5.1,1011.1,1.272069513,6.729490345,4.099299745,3.947616177
2017/2/10 3:00,3.7,4.1,1011.3,1.272780704,5.409982434,2.42440437,2.333391246
2017/2/10 4:00,3,8.2,1011,1.275628493,10.81996487,9.291475406,8.922705501
2017/2/10 5:00,1.4,5.8,1011.7,1.283950868,7.653145882,5.271726507,5.029682313
2017/2/10 6:00,1.3,8,1011.9,1.284672608,10.55606329,8.956496331,8.540470108
2017/2/10 7:00,1.8,2.8,1011.8,1.282209689,3.69462215,0.247040383,0.236017924
2017/2/10 8:00,1.9,6.4,1012,1.281996875,8.444850629,6.276663732,5.99760672
2017/2/10 9:00,2.5,4.6,1012.2,1.279459194,6.06973639,3.261852057,3.12301384
2017/2/10 10:00,3,5.8,1012.9,1.278025817,7.653145882,5.271726507,5.053000406
2017/2/10 11:00,3.8,6.1,1013.3,1.274837343,8.048998256,5.774195119,5.548463936
2017/2/10 12:00,1.7,6.9,1013.4,1.284704549,9.104604584,7.114111419,6.783494691
2017/2/10 13:00,2.2,4.6,1013.2,1.282118609,6.06973639,3.261852057,3.116535977
2017/2/10 14:00,3,4.9,1012.8,1.277899642,6.465588763,3.76432067,3.608493711
2017/2/10 15:00,3.5,6.9,1012.7,1.275464099,9.104604584,7.114111419,6.832639585
2017/2/10 16:00,3.6,8.6,1012.7,1.275003226,11.34776803,0,0
2017/2/10 17:00,3.7,6.3,1012.7,1.274542687,8.312899838,6.109174194,5.871704781
2017/2/10 18:00,3.5,5.8,1013,1.275841939,7.653145882,5.271726507,5.061649702
2017/2/10 19:00,3.7,4.1,1013.4,1.275423678,5.409982434,2.42440437,2.328555917
2017/2/10 20:00,3.8,3.5,1013.9,1.275592206,4.618277688,1.419467145,1.363168609
2017/2/10 21:00,3.8,2.8,1014.5,1.276347068,3.69462215,0.247040383,0.23710202
2017/2/10 22:00,3.7,3.4,1014.6,1.276933949,4.486326897,1.251977607,1.201058653
2017/2/10 23:00,3.9,3.5,1014.8,1.276263671,4.618277688,1.419467145,1.362451421
2017/2/11 0:00,3.7,3.9,1015,1.277437373,5.146080852,2.089425295,2.003656728
2017/2/11 1:00,3.2,5,1015.5,1.280379058,6.597539554,3.931810207,3.761751236
2017/2/11 2:00,3,3.8,1015.7,1.281558715,5.014130061,1.921935757,1.837115441
2017/2/11 3:00,2.8,4.8,1016,1.282866348,6.333637972,3.596831132,3.434588603
2017/2/11 4:00,2.7,5.1,1015.8,1.283078783,6.729490345,4.099299745,3.913744233
2017/2/11 5:00,2,4.2,1016.3,1.286976188,5.541933225,2.591893907,2.46707753
2017/2/11 6:00,0.9,6.2,1016.8,1.292777647,8.180949047,5.941684657,5.630174469
2017/2/11 7:00,0.3,4.7,1017.5,1.296506187,6.201687181,3.429341595,3.240203168
2017/2/11 8:00,1.6,8.3,1018.4,1.291513032,10.95191566,9.458964944,8.971827436
2017/2/11 9:00,1.9,6.6,1019.3,1.291244481,8.708752211,6.611642807,6.272446898
2017/2/11 10:00,2.3,5.9,1019.9,1.290128349,7.785096674,5.439216044,5.164633163
2017/2/11 11:00,3,5.6,1020.5,1.287615111,7.3892443,4.936747432,4.696679584
2017/2/11 12:00,3.7,6.3,1020.5,1.284359447,8.312899838,6.109174194,5.826825509
2017/2/11 13:00,3.9,5.2,1020.1,1.282929219,6.861441136,4.266789282,4.074127235
2017/2/11 14:00,4.7,3,1019.7,1.278733731,3.958523732,0.582019458,0.55756239
2017/2/11 15:00,6,3.9,1020,1.273153132,5.146080852,2.089425295,2.010399159
2017/2/11 16:00,5.8,2.7,1019.9,1.273941042,3.562671359,0.079550845,0.076494737
